# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab Lactobacillus_ref_seqs_filt_aligned/Lactobacillus_ref_seqs_filt_aligned.tab --viterbi /home/adamsorbie/miniconda3/envs/bioinfo/share/ssu-align-0.1.1/ssu-align-0p1.cm Lactobacillus_ref_seqs_filt.fna
# date:       Mon Jun 29 16:53:33 2020
# num seqs:   183
# dbsize(Mb): 0.568504
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                         target coord   query coord                         
#                                                                               ----------------------  ------------                         
# model name  target name                                                            start        stop  start   stop    bit sc   E-value  GC%
# ----------  ----------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     RS_GCF_000831645.3_d__Bacteria;Lactobacillus_K_heilongjiangensis        1512           1      1   1508    718.88         -   51
  archaea     RS_GCF_001434935.1_d__Bacteria;Lactobacillus_O_uvarum                   1504           1      1   1508    736.29         -   51
  archaea     RS_GCF_001281265.1_d__Bacteria;Lactobacillus_G_kunkeei                    48        1566      1   1508    732.89         -   51
  archaea     RS_GCF_001311075.1_d__Bacteria;Lactobacillus_G_similis                  1511           1      1   1508    745.03         -   53
  archaea     RS_GCF_000160835.1_d__Bacteria;Lactobacillus_H_antri                      50        1570      1   1508    738.70         -   54
  archaea     RS_GCF_000785105.2_d__Bacteria;Lactobacillus_G_curieae                  1521           1      1   1508    771.13         -   52
  archaea     RS_GCF_000615905.1_d__Bacteria;Lactobacillus_K_nodensis                 1517           1      1   1508    747.80         -   51
  archaea     RS_GCF_001308205.1_d__Bacteria;Lactobacillus_G_kunkeei_B                  48        1566      1   1508    731.78         -   50
  archaea     RS_GCF_001485255.1_d__Bacteria;Lactobacillus_K_farciminis_A               49        1560      1   1508    728.31         -   51
  archaea     RS_GCF_000296835.1_d__Bacteria;Lactobacillus_hominis                    1517           1      1   1508    750.91         -   52
  archaea     RS_GCF_001436275.1_d__Bacteria;Lactobacillus_O_oeni                       49        1554      1   1508    736.85         -   52
  archaea     RS_GCF_000498955.2_d__Bacteria;Lactobacillus_F_fabifermentans             50        1560      1   1508    712.45         -   51
  archaea     RS_GCF_001308195.1_d__Bacteria;Lactobacillus_G_kunkeei_C                   1        1452      1   1508    729.31         -   51
  archaea     RS_GCF_001434335.1_d__Bacteria;Lactobacillus_kalixensis                   48        1556      1   1508    747.90         -   53
  archaea     RS_GCF_001436315.1_d__Bacteria;Lactobacillus_B_aviarius                 1508           1      1   1508    729.39         -   51
  archaea     RS_GCF_000297025.1_d__Bacteria;Lactobacillus_pasteurii                  1509           1      1   1508    756.45         -   54
  archaea     RS_GCF_000967195.1_d__Bacteria;Lactobacillus_kullabergensis             1511           1      1   1508    732.86         -   53
  archaea     RS_GCF_000970775.1_d__Bacteria;Lactobacillus_melliventris                 48        1852      1   1508    669.17         -   52
  archaea     RS_GCF_001434665.1_d__Bacteria;Lactobacillus_K_tucceti                  1519           1      1   1508    768.45         -   51
  archaea     RS_GCF_000967245.1_d__Bacteria;Lactobacillus_K_mellis                   1508           1      1   1508    763.48         -   54
  archaea     RS_GCF_001281175.1_d__Bacteria;Lactobacillus_G_apinorum                    2        1833      1   1508    623.47         -   51
  archaea     RS_GCF_001436605.1_d__Bacteria;Lactobacillus_floricola                  1518           1      1   1508    791.03         -   50
  archaea     RS_GCF_002940945.1_d__Bacteria;Lactobacillus_H_pontis_A                   49        1569      1   1508    772.30         -   54
  archaea     RS_GCF_001436695.1_d__Bacteria;Lactobacillus_taiwanensis                1518           1      1   1508    751.27         -   52
  archaea     RS_GCF_001436095.1_d__Bacteria;Lactobacillus_L_dextrinicus                49        1567      1   1508    762.54         -   51
  archaea     RS_GCF_001434115.1_d__Bacteria;Lactobacillus_G_zymae                    1511           1      1   1508    737.54         -   52
  archaea     RS_GCF_003124125.1_d__Bacteria;Lactobacillus_G_bambusae                 1512           1      1   1508    694.84         -   53
  archaea     RS_GCF_001435775.1_d__Bacteria;Lactobacillus_H_ingluviei                1520           1      1   1508    751.16         -   54
  archaea     RS_GCF_001436295.1_d__Bacteria;Lactobacillus_H_vaccinostercus           1523           1      1   1508    722.46         -   52
  archaea     RS_GCF_001591845.1_d__Bacteria;Lactobacillus_acidophilus                1509           1      1   1508    732.57         -   54
  archaea     RS_GCF_001434475.1_d__Bacteria;Lactobacillus_H_suebicus                   49        1570      1   1508    727.71         -   52
  archaea     RS_GCF_001435575.1_d__Bacteria;Lactobacillus_G_sunkii                     48        1567      1   1508    730.01         -   52
  archaea     RS_GCF_002849895.1_d__Bacteria;Lactobacillus_K_alimentarius               49        1560      1   1508    715.40         -   50
  archaea     RS_GCF_000615765.1_d__Bacteria;Lactobacillus_B_equi                     1507           1      1   1508    769.61         -   52
  archaea     RS_GCF_001311195.1_d__Bacteria;Lactobacillus_C_camelliae                1517           1      1   1508    743.45         -   53
  archaea     RS_GCF_002970935.1_d__Bacteria;Lactobacillus_F_sp002970935                50        1568      1   1508    722.65         -   51
  archaea     RS_GCF_001435525.1_d__Bacteria;Lactobacillus_G_koreensis                1455           1      1   1508    729.20         -   52
  archaea     RS_GCF_000159315.1_d__Bacteria;Lactobacillus_G_hilgardii                  48        1566      1   1508    739.41         -   52
  archaea     RS_GCF_001435345.1_d__Bacteria;Lactobacillus_H_pontis                      6        1458      1   1508    762.15         -   54
  archaea     RS_GCF_002994005.1_d__Bacteria;Lactobacillus_G_quenuiae                 1518           1      1   1508    734.65         -   51
  archaea     RS_GCF_002158885.1_d__Bacteria;Lactobacillus_gasseri_A                    48        1565      1   1508    748.89         -   52
  archaea     GB_GCA_001311765.1_d__Bacteria;Lactobacillus_equicursoris               1507           1      1   1508    785.35         -   54
  archaea     RS_GCF_000614735.1_d__Bacteria;Lactobacillus_gallinarum                 1507           1      1   1508    720.64         -   54
  archaea     RS_GCF_001438805.1_d__Bacteria;Lactobacillus_K_kimchiensis              1512           1      1   1508    726.09         -   51
  archaea     RS_GCF_001434575.1_d__Bacteria;Lactobacillus_E_bifermentans             1373           1      1   1508    631.39         -   52
  archaea     RS_GCF_001050475.1_d__Bacteria;Lactobacillus_K_ginsenosidimutans        1519           1      1   1508    755.21         -   51
  archaea     RS_GCF_001435815.1_d__Bacteria;Lactobacillus_K_nantensis                  49        1560      1   1508    726.73         -   51
  archaea     RS_GCF_001434705.1_d__Bacteria;Lactobacillus_C_nasuensis                  48        1561      1   1508    784.19         -   53
  archaea     RS_GCF_001434315.1_d__Bacteria;Lactobacillus_H_oligofermentans          1519           1      1   1508    739.94         -   52
  archaea     RS_GCF_001293735.1_d__Bacteria;Lactobacillus_H_gorillae                 1452           1      1   1508    729.28         -   54
  archaea     RS_GCF_001434145.1_d__Bacteria;Lactobacillus_G_otakiensis                  1        1405      1   1508    690.83         -   52
  archaea     RS_GCF_001438845.1_d__Bacteria;Lactobacillus_F_xiangfangensis           1511           1      1   1508    723.79         -   52
  archaea     RS_GCF_000260415.1_d__Bacteria;Lactobacillus_O_mali                     1505           1      1   1508    720.51         -   51
  archaea     RS_GCF_001592085.1_d__Bacteria;Lactobacillus_G_senmaizukei              1511           1      1   1508    749.20         -   52
  archaea     RS_GCF_001433855.1_d__Bacteria;Lactobacillus_G_brevis                   1511           1      1   1508    735.83         -   52
  archaea     RS_GCF_002953655.1_d__Bacteria;Lactobacillus_D_sakei_A                    50        1568      1   1508    782.92         -   52
  archaea     RS_GCF_002179915.1_d__Bacteria;Lactobacillus_K_paralimentarius_A          49        1560      1   1508    711.80         -   51
  archaea     RS_GCF_000016825.1_d__Bacteria;Lactobacillus_H_reuteri                    49        1569      1   1508    746.19         -   54
  archaea     RS_GCF_001936335.1_d__Bacteria;Lactobacillus_amylophilus                1519           1      1   1508    755.84         -   51
  archaea     RS_GCF_001435235.1_d__Bacteria;Lactobacillus_O_ghanensis                  49        1553      1   1508    725.31         -   52
  archaea     RS_GCF_000760615.1_d__Bacteria;Lactobacillus_sp000760615                  48        1558      1   1508    734.55         -   53
  archaea     RS_GCF_000160855.1_d__Bacteria;Lactobacillus_helveticus                  686         876      1   1508     -0.40         -   52
  archaea     RS_GCF_000160855.1_d__Bacteria;Lactobacillus_helveticus                 1509           1      1   1508    716.62         -   53
  archaea     RS_GCF_002370355.1_d__Bacteria;Lactobacillus_D_sakei                    1519           1      1   1508    785.06         -   52
  archaea     RS_GCF_001437205.1_d__Bacteria;Lactobacillus_M_selangorensis            1749         247      1   1508    736.24         -   52
  archaea     RS_GCF_001435195.1_d__Bacteria;Lactobacillus_O_satsumensis              1506           1      1   1508    736.61         -   52
  archaea     RS_GCF_001433995.1_d__Bacteria;Lactobacillus_G_kimchicus                1455           1      1   1508    739.75         -   53
  archaea     GB_GCA_001311425.1_d__Bacteria;Lactobacillus_G_kisonensis               1520           1      1   1508    720.32         -   52
  archaea     RS_GCF_001434835.1_d__Bacteria;Lactobacillus_G_acidifarinae             1511           1      1   1508    738.39         -   52
  archaea     RS_GCF_001434405.1_d__Bacteria;Lactobacillus_B_apodemi                   858         866      1   1508     -0.03         -   56
  archaea     RS_GCF_001434405.1_d__Bacteria;Lactobacillus_B_apodemi                  1455          74      1   1508    654.63         -   52
  archaea     RS_GCF_001434095.1_d__Bacteria;Lactobacillus_G_fructivorans             1521           1      1   1508    758.93         -   52
  archaea     RS_GCF_001434055.1_d__Bacteria;Lactobacillus_G_parabrevis               1511           1      1   1508    743.34         -   52
  archaea     RS_GCF_002762335.1_d__Bacteria;Lactobacillus_K_sp002762335              1519           1      1   1508    751.02         -   51
  archaea     RS_GCF_001971585.1_d__Bacteria;Lactobacillus_K_allii                      49        1570      1   1508    760.70         -   51
  archaea     RS_GCF_001436555.1_d__Bacteria;Lactobacillus_G_senioris                   49        1568      1   1508    758.33         -   53
  archaea     RS_GCF_001435835.1_d__Bacteria;Lactobacillus_L_concavus                 1519           1      1   1508    762.94         -   52
  archaea     RS_GCF_001434985.1_d__Bacteria;Lactobacillus_K_paralimentarius            49        1560      1   1508    710.94         -   51
  archaea     RS_GCF_001435315.1_d__Bacteria;Lactobacillus_G_parabuchneri             1520           1      1   1508    730.01         -   52
  archaea     GB_GCA_000615325.1_d__Bacteria;Lactobacillus_F_plantarum                1512           1      1   1508    731.59         -   51
  archaea     RS_GCF_000014425.1_d__Bacteria;Lactobacillus_gasseri                    1518           1      1   1508    748.89         -   52
  archaea     RS_GCF_001434915.1_d__Bacteria;Lactobacillus_O_capillatus               1504           1      1   1508    727.40         -   51
  archaea     RS_GCF_001039045.1_d__Bacteria;Lactobacillus_F_herbarum                   50        1562      1   1508    720.06         -   51
  archaea     RS_GCF_001435995.1_d__Bacteria;Lactobacillus_G_ozensis                    47        1560      1   1508    729.67         -   50
  archaea     RS_GCF_900113455.1_d__Bacteria;Lactobacillus_B_ruminis                    50        1557      1   1508    757.53         -   52
  archaea     RS_GCF_001436415.1_d__Bacteria;Lactobacillus_D_graminis                   50        1566      1   1508    786.95         -   52
  archaea     RS_GCF_001434695.1_d__Bacteria;Lactobacillus_A_algidus                    49        1555      1   1508    765.87         -   51
  archaea     RS_GCF_000296855.1_d__Bacteria;Lactobacillus_gigeriorum                 1445           1      1   1508    725.68         -   54
  archaea     RS_GCF_001311785.1_d__Bacteria;Lactobacillus_C_saniviri                   48        1565      1   1508    742.98         -   52
  archaea     RS_GCF_002706425.1_d__Bacteria;Lactobacillus_E_coryniformis             1515           1      1   1508    752.64         -   52
  archaea     RS_GCF_002872255.1_d__Bacteria;Lactobacillus_K_sp002872255                49        1560      1   1508    729.63         -   51
  archaea     RS_GCF_000159335.1_d__Bacteria;Lactobacillus_jensenii_A                   48        1555      1   1508    724.26         -   52
  archaea     RS_GCF_001436645.1_d__Bacteria;Lactobacillus_G_florum                     49        1567      1   1508    732.03         -   52
  archaea     RS_GCF_001434785.1_d__Bacteria;Lactobacillus_G_namurensis                 48        1558      1   1508    747.68         -   53
  archaea     RS_GCF_001433755.1_d__Bacteria;Lactobacillus_F_pentosus                   50        1561      1   1508    731.46         -   51
  archaea     GB_GCA_003072625.1_d__Bacteria;Lactobacillus_H_reuteri_D                  49        1569      1   1508    742.39         -   54
  archaea     GB_GCA_900411375.1_d__Bacteria;Lactobacillus_G_raoultii                  174        1691      1   1508    745.71         -   53
  archaea     RS_GCF_000970855.1_d__Bacteria;Lactobacillus_helsingborgensis             48        1558      1   1508    725.38         -   52
  archaea     GB_GCA_001311645.1_d__Bacteria;Lactobacillus_D_curvatus                   50        1563      1   1508    779.85         -   52
  archaea     RS_GCF_002871555.1_d__Bacteria;Lactobacillus_H_vaginalis_A              1520           1      1   1508    767.23         -   54
  archaea     RS_GCF_000612445.1_d__Bacteria;Lactobacillus_O_sucicola                 1504           1      1   1508    729.36         -   51
  archaea     RS_GCF_001311135.1_d__Bacteria;Lactobacillus_G_paracollinoides            49        1557      1   1508    724.29         -   52
  archaea     RS_GCF_001437155.1_d__Bacteria;Lactobacillus_O_mali_A                   1466           1      1   1508    642.92         -   51
  archaea     RS_GCF_001437055.1_d__Bacteria;Lactobacillus_H_secaliphilus               49        1568      1   1508    758.29         -   54
  archaea     RS_GCF_002706745.1_d__Bacteria;Lactobacillus_K_farciminis                 49        1560      1   1508    718.67         -   51
  archaea     RS_GCF_000161935.1_d__Bacteria;Lactobacillus_H_coleohominis             1520           1      1   1508    728.18         -   54
  archaea     RS_GCF_001312865.1_d__Bacteria;Lactobacillus_C_thailandensis            1516           1      1   1508    712.48         -   52
  archaea     RS_GCF_001436215.1_d__Bacteria;Lactobacillus_B_agilis                     49        1556      1   1508    740.41         -   51
  archaea     RS_GCF_000260435.1_d__Bacteria;Lactobacillus_C_zeae                     1454           1      1   1508    754.53         -   53
  archaea     RS_GCF_000425905.1_d__Bacteria;Lactobacillus_psittaci                   1508           1      1   1508    733.01         -   52
  archaea     RS_GCF_000615445.1_d__Bacteria;Lactobacillus_hamsteri                   1507           1      1   1508    738.88         -   53
  archaea     KU196088.1_Lactobacillus_johnsonii                                        64        1386      1   1508    657.99         -   52
  archaea     KU196091.1_Lactobacillus_murinus                                          44        1368      1   1508    655.97         -   52
  archaea     KU196091.1_Lactobacillus_murinus                                         583         575      1   1508     -0.03         -   56
  archaea     KR364777.1_Lactobacillus_sp.                                              55        1464      1   1508    647.81         -   52
  archaea     KR364777.1_Lactobacillus_sp.                                             593         585      1   1508     -0.03         -   56
  archaea     KU196090.1_Lactobacillus_murinus                                          36        1417      1   1508    658.78         -   52
  archaea     KU196090.1_Lactobacillus_murinus                                         633         625      1   1508     -0.03         -   56
  archaea     KU196089.1_Lactobacillus_murinus                                          35        1416      1   1508    658.78         -   52
  archaea     KU196089.1_Lactobacillus_murinus                                         632         624      1   1508     -0.03         -   56
  archaea     KR364779.1_Lactobacillus_sp.                                              50        1462      1   1508    671.89         -   53
  archaea     KR364775.1_Lactobacillus_reuteri                                          45        1457      1   1508    656.60         -   54
  archaea     KU196093.1_Lactobacillus_reuteri                                          36        1514      1   1508    658.55         -   54
  archaea     KR364776.1_Lactobacillus_reuteri                                          47        1560      1   1508    721.71         -   54
  archaea     HQ851022.1_Lactobacillus_rodentium                                        65        1387      1   1508    649.89         -   52
  archaea     KR364778.1_Lactobacillus_sp.                                              60        1382      1   1508    657.46         -   53
  archaea     KU196094.1_Lactobacillus_taiwanensis                                      35        1423      1   1508    661.70         -   52
#
# Post-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00       194      0.4839
#
#    run time  (hr:min:sec)
# -----------
#    00:00:59
#
# Pre-search info for CM 2: bacteria
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: bacteria
#                                                                                         target coord   query coord                         
#                                                                               ----------------------  ------------                         
# model name  target name                                                            start        stop  start   stop    bit sc   E-value  GC%
# ----------  ----------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    RS_GCF_002706375.1_d__Bacteria;Lactobacillus_amylovorus                    1        1559      1   1582   2082.12         -   53
  bacteria    RS_GCF_000615845.1_d__Bacteria;Lactobacillus_B_hayakitensis                1        1557      1   1582   2125.91         -   52
  bacteria    RS_GCF_000876205.1_d__Bacteria;Lactobacillus_H_wasatchensis                1        1571      1   1582   2069.73         -   51
  bacteria    RS_GCF_001311375.1_d__Bacteria;Lactobacillus_H_equigenerosi                2        1572      1   1582   2065.72         -   53
  bacteria    RS_GCF_001435975.1_d__Bacteria;Lactobacillus_G_collinoides              1557           1      1   1582   2052.79         -   52
  bacteria    RS_GCF_000615285.1_d__Bacteria;Lactobacillus_kitasatonis                1556           1      1   1582   2076.60         -   53
  bacteria    RS_GCF_002911475.1_d__Bacteria;Lactobacillus_sp002911475                1557           1      1   1582   2068.21         -   54
  bacteria    RS_GCF_900103655.1_d__Bacteria;Lactobacillus_kefiranofaciens            1557           1      1   1582   2051.47         -   54
  bacteria    RS_GCF_001435325.1_d__Bacteria;Lactobacillus_intestinalis               1561           1      1   1582   2073.73         -   54
  bacteria    RS_GCF_000159435.1_d__Bacteria;Lactobacillus_H_vaginalis                1406           1      1   1582   1869.81         -   54
  bacteria    GB_GCA_000615245.1_d__Bacteria;Lactobacillus_C_rhamnosus                1457        1486      1   1582      0.31         -   30
  bacteria    GB_GCA_000615245.1_d__Bacteria;Lactobacillus_C_rhamnosus                1565           1      1   1582   2105.40         -   52
  bacteria    RS_GCF_002088015.1_d__Bacteria;Lactobacillus_crispatus                     1        1559      1   1582   2077.36         -   53
  bacteria    RS_GCF_900240275.1_d__Bacteria;Lactobacillus_H_timonensis                  1        1570      1   1582   2019.56         -   54
  bacteria    RS_GCF_900240275.1_d__Bacteria;Lactobacillus_H_timonensis                650         201      1   1582     -0.61         -   52
  bacteria    RS_GCF_001436735.1_d__Bacteria;Lactobacillus_O_cacaonum                 1552           1      1   1582   2137.27         -   51
  bacteria    RS_GCF_001434225.1_d__Bacteria;Lactobacillus_O_nagelii                     1        1555      1   1582   2126.05         -   52
  bacteria    RS_GCF_001436455.1_d__Bacteria;Lactobacillus_jensenii                    885         902      1   1582      0.49         -   33
  bacteria    RS_GCF_001436455.1_d__Bacteria;Lactobacillus_jensenii                   1556           1      1   1582   2055.69         -   52
  bacteria    RS_GCF_001436045.1_d__Bacteria;Lactobacillus_H_frumenti                    2        1571      1   1582   2033.10         -   54
  bacteria    RS_GCF_001435445.1_d__Bacteria;Lactobacillus_K_paralimentarius_B           9        1465      1   1582   1998.59         -   51
  bacteria    RS_GCF_900112665.1_d__Bacteria;Lactobacillus_bombicola                  1061        1094      1   1582      0.32         -   32
  bacteria    RS_GCF_900112665.1_d__Bacteria;Lactobacillus_bombicola                  1559           1      1   1582   2057.61         -   52
