# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab Lactobacillus_16S_renamed_filt_aligned/Lactobacillus_16S_renamed_filt_aligned.tab --viterbi /home/adamsorbie/miniconda3/envs/bioinfo/share/ssu-align-0.1.1/ssu-align-0p1.cm Lactobacillus_16S_renamed_filt.fna
# date:       Wed Jun 17 12:06:20 2020
# num seqs:   155
# dbsize(Mb): 0.486716
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                          target coord   query coord                         
#                                                ----------------------  ------------                         
# model name  target name                             start        stop  start   stop    bit sc   E-value  GC%
# ----------  ---------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    Lactobacillus_H_wasatchensis                1        1571      1   1582   2069.73         -   51
  bacteria    Lactobacillus_H_equigenerosi                2        1572      1   1582   2065.72         -   53
  bacteria    Lactobacillus_G_collinoides              1557           1      1   1582   2052.79         -   52
  bacteria    Lactobacillus_kitasatonis                1556           1      1   1582   2076.60         -   53
  bacteria    Lactobacillus_sp002911475                1557           1      1   1582   2068.21         -   54
  bacteria    Lactobacillus_kefiranofaciens            1557           1      1   1582   2051.47         -   54
  bacteria    Lactobacillus_intestinalis               1561           1      1   1582   2073.73         -   54
  bacteria    Lactobacillus_C_rhamnosus                1457        1486      1   1582      0.31         -   30
  bacteria    Lactobacillus_C_rhamnosus                1565           1      1   1582   2105.40         -   52
  bacteria    Lactobacillus_crispatus                     1        1559      1   1582   2077.36         -   53
  bacteria    Lactobacillus_H_timonensis                  1        1570      1   1582   2019.56         -   54
  bacteria    Lactobacillus_H_timonensis                650         201      1   1582     -0.61         -   52
  bacteria    Lactobacillus_O_cacaonum                 1552           1      1   1582   2137.27         -   51
  bacteria    Lactobacillus_O_nagelii                     1        1555      1   1582   2126.05         -   52
  bacteria    Lactobacillus_jensenii                    885         902      1   1582      0.49         -   33
  bacteria    Lactobacillus_jensenii                   1556           1      1   1582   2055.69         -   52
  bacteria    Lactobacillus_H_frumenti                    2        1571      1   1582   2033.10         -   54
  bacteria    Lactobacillus_bombicola                  1061        1094      1   1582      0.32         -   32
  bacteria    Lactobacillus_bombicola                  1559           1      1   1582   2057.61         -   52
  bacteria    Lactobacillus_B_animalis                    1        1560      1   1582   2161.23         -   52
  bacteria    Lactobacillus_ultunensis                    1        1559      1   1582   2067.91         -   54
  bacteria    Lactobacillus_F_plantarum_A                 1        1563      1   1582   2076.91         -   52
  bacteria    Lactobacillus_johnsonii                  1566           1      1   1582   2054.01         -   52
  bacteria    Lactobacillus_C_paracasei                1565           1      1   1582   2100.00         -   53
  bacteria    Lactobacillus_amylolyticus               1557           1      1   1582   2092.17         -   54
  bacteria    Lactobacillus_G_paucivorans                 1        1560      1   1582   2067.32         -   52
  bacteria    Lactobacillus_H_oris                        2        1571      1   1582   2043.64         -   54
  bacteria    Lactobacillus_H_oris                      232         209      1   1582      0.25         -   29
  bacteria    Lactobacillus_H_gastricus                   1        1569      1   1582   2063.38         -   53
  bacteria    Lactobacillus_G_parafarraginis           1567           1      1   1582   2070.69         -   53
  bacteria    Lactobacillus_O_aquaticus                1552           1      1   1582   2122.78         -   51
  bacteria    Lactobacillus_G_diolivorans              1568           1      1   1582   2054.59         -   52
  bacteria    Lactobacillus_G_micheneri                 853         895      1   1582     -0.80         -   42
  bacteria    Lactobacillus_G_micheneri                1565           1      1   1582   2059.81         -   50
  bacteria    Lactobacillus_K_mindensis                1562           1      1   1582   2092.74         -   51
  bacteria    Lactobacillus_sp002916935                   1        1562      1   1582   2057.52         -   52
  bacteria    Lactobacillus_G_rapi                        1        1569      1   1582   2065.62         -   52
  bacteria    Lactobacillus_G_lindneri                    1        1572      1   1582   2010.11         -   52
  bacteria    Lactobacillus_G_lindneri                  716         692      1   1582     -0.74         -   40
  bacteria    Lactobacillus_B_ruminis_A                1558           1      1   1582   2118.60         -   52
  bacteria    Lactobacillus_E_backii                      1        1564      1   1582   2123.73         -   52
  bacteria    Lactobacillus_C_casei                       1        1565      1   1582   2102.85         -   53
  bacteria    Lactobacillus_K_crustorum                1562           1      1   1582   2091.76         -   51
  bacteria    Lactobacillus_iners                      1568           1      1   1582   2054.17         -   53
  bacteria    Lactobacillus_N_composti                    1        1557      1   1582   2075.65         -   52
  bacteria    Lactobacillus_C_brantae                  1568           1      1   1582   2095.73         -   52
  bacteria    Lactobacillus_G_spicheri                 1559           1      1   1582   2044.19         -   52
  bacteria    Lactobacillus_G_farraginis               1567           1      1   1582   2067.56         -   54
  bacteria    Lactobacillus_D_fuchuensis                  1        1567      1   1582   2115.09         -   52
  bacteria    Lactobacillus_F_sp002970915                 1        1570      1   1582   2080.73         -   51
  bacteria    Lactobacillus_B_murinus                     1        1560      1   1582   2161.57         -   52
  bacteria    Lactobacillus_B_aviarius_D                  1        1559      1   1582   2097.34         -   51
  bacteria    Lactobacillus_G_odoratitofui             1563           1      1   1582   2055.14         -   53
  bacteria    Lactobacillus_K_futsaii                     1        1562      1   1582   2103.45         -   51
  bacteria    Lactobacillus_I_siliginis                   1        1571      1   1582   2080.75         -   51
  bacteria    Lactobacillus_C_pantheris                1568           1      1   1582   2066.69         -   52
  bacteria    Lactobacillus_H_sp900156885                 1        1569      1   1582   2022.74         -   54
  bacteria    Lactobacillus_acetotolerans              1346        1374      1   1582      4.12         -   31
  bacteria    Lactobacillus_acetotolerans              1563           1      1   1582   2015.68         -   52
  bacteria    Lactobacillus_H_hokkaidonensis              1        1574      1   1582   2054.52         -   51
  bacteria    Lactobacillus_E_rennini                     1        1563      1   1582   2030.52         -   54
  bacteria    Lactobacillus_E_rennini                   706         682      1   1582      0.80         -   40
  bacteria    Lactobacillus_K_heilongjiangensis        1562           1      1   1582   2093.13         -   51
  bacteria    Lactobacillus_O_uvarum                   1552           1      1   1582   2121.96         -   51
  bacteria    Lactobacillus_G_kunkeei                     1        1568      1   1582   2084.98         -   51
  bacteria    Lactobacillus_G_similis                   919        1363      1   1582     -0.61         -   51
  bacteria    Lactobacillus_G_similis                  1563           1      1   1582   2044.43         -   53
  bacteria    Lactobacillus_H_antri                       2        1572      1   1582   2045.80         -   54
  bacteria    Lactobacillus_G_curieae                  1569           1      1   1582   2077.12         -   52
  bacteria    Lactobacillus_K_nodensis                 1567           1      1   1582   2088.34         -   51
  bacteria    Lactobacillus_G_kunkeei_B                   1        1568      1   1582   2084.14         -   51
  bacteria    Lactobacillus_K_farciminis_A                1        1562      1   1582   2101.40         -   51
  bacteria    Lactobacillus_hominis                    1565           1      1   1582   2044.70         -   53
  bacteria    Lactobacillus_O_oeni                        1        1556      1   1582   2122.80         -   52
  bacteria    Lactobacillus_F_fabifermentans              1        1562      1   1582   2064.24         -   51
  bacteria    Lactobacillus_kalixensis                    1        1558      1   1582   2082.12         -   53
  bacteria    Lactobacillus_B_aviarius                 1560           1      1   1582   2085.65         -   51
  bacteria    Lactobacillus_pasteurii                  1557           1      1   1582   2077.54         -   54
  bacteria    Lactobacillus_kullabergensis             1559           1      1   1582   2043.49         -   53
  bacteria    Lactobacillus_melliventris                  1        1854      1   1582   1977.66         -   52
  bacteria    Lactobacillus_K_tucceti                  1569           1      1   1582   2126.72         -   51
  bacteria    Lactobacillus_K_mellis                   1557           1      1   1582   2069.07         -   54
  bacteria    Lactobacillus_G_apinorum                    1        1835      1   1582   1847.37         -   51
  bacteria    Lactobacillus_floricola                  1566           1      1   1582   2116.76         -   51
  bacteria    Lactobacillus_H_pontis_A                    1        1571      1   1582   2041.41         -   54
  bacteria    Lactobacillus_taiwanensis                1566           1      1   1582   2049.13         -   52
  bacteria    Lactobacillus_L_dextrinicus                 1        1569      1   1582   2157.99         -   51
  bacteria    Lactobacillus_G_zymae                    1559           1      1   1582   2067.32         -   52
  bacteria    Lactobacillus_G_bambusae                 1560           1      1   1582   2044.78         -   53
  bacteria    Lactobacillus_H_ingluviei                1570           1      1   1582   2050.01         -   54
  bacteria    Lactobacillus_H_vaccinostercus           1573           1      1   1582   2064.17         -   52
  bacteria    Lactobacillus_acidophilus                1556           1      1   1582   2069.89         -   54
  bacteria    Lactobacillus_H_suebicus                    1        1572      1   1582   2070.87         -   52
  bacteria    Lactobacillus_G_sunkii                      1        1569      1   1582   2052.44         -   52
  bacteria    Lactobacillus_K_alimentarius                1        1562      1   1582   2085.33         -   50
  bacteria    Lactobacillus_B_equi                     1559           1      1   1582   2129.21         -   52
  bacteria    Lactobacillus_C_camelliae                1567           1      1   1582   2067.26         -   53
  bacteria    Lactobacillus_F_sp002970935                 1        1570      1   1582   2081.46         -   51
  bacteria    Lactobacillus_G_hilgardii                   1        1568      1   1582   2068.56         -   52
  bacteria    Lactobacillus_G_quenuiae                 1566           1      1   1582   2062.55         -   51
  bacteria    Lactobacillus_gasseri_A                     1        1567      1   1582   2052.59         -   52
  bacteria    Lactobacillus_equicursoris               1556           1      1   1582   2084.03         -   54
  bacteria    Lactobacillus_gallinarum                 1555           1      1   1582   2053.85         -   54
  bacteria    Lactobacillus_K_kimchiensis              1562           1      1   1582   2095.19         -   51
  bacteria    Lactobacillus_K_ginsenosidimutans        1569           1      1   1582   2102.62         -   51
  bacteria    Lactobacillus_K_nantensis                   1        1562      1   1582   2100.21         -   51
  bacteria    Lactobacillus_C_nasuensis                   1        1563      1   1582   2109.08         -   53
  bacteria    Lactobacillus_H_oligofermentans          1569           1      1   1582   2087.64         -   51
  bacteria    Lactobacillus_F_xiangfangensis           1561           1      1   1582   2070.19         -   52
  bacteria    Lactobacillus_O_mali                     1554           1      1   1582   2133.87         -   51
  bacteria    Lactobacillus_G_senmaizukei               919        1363      1   1582     -0.61         -   50
  bacteria    Lactobacillus_G_senmaizukei              1559           1      1   1582   2064.74         -   52
  bacteria    Lactobacillus_G_brevis                   1559           1      1   1582   2059.14         -   52
  bacteria    Lactobacillus_D_sakei_A                     1        1570      1   1582   2121.79         -   52
  bacteria    Lactobacillus_D_sakei_A                   102          82      1   1582      0.38         -   48
  bacteria    Lactobacillus_K_paralimentarius_A           1        1562      1   1582   2091.21         -   51
  bacteria    Lactobacillus_H_reuteri                     1        1571      1   1582   2039.01         -   54
  bacteria    Lactobacillus_amylophilus                1568           1      1   1582   2065.92         -   51
  bacteria    Lactobacillus_O_ghanensis                   1        1555      1   1582   2135.05         -   52
  bacteria    Lactobacillus_sp000760615                   1        1560      1   1582   2054.17         -   53
  bacteria    Lactobacillus_helveticus                 1557           1      1   1582   2059.01         -   53
  bacteria    Lactobacillus_D_sakei                    1467        1487      1   1582      0.38         -   48
  bacteria    Lactobacillus_D_sakei                    1568           1      1   1582   2110.90         -   52
  bacteria    Lactobacillus_M_selangorensis            1799         243      1   1582   2141.22         -   52
  bacteria    Lactobacillus_O_satsumensis              1554           1      1   1582   2119.71         -   52
  bacteria    Lactobacillus_G_kisonensis               1568           1      1   1582   2028.07         -   52
  bacteria    Lactobacillus_G_acidifarinae             1559           1      1   1582   2065.74         -   52
  bacteria    Lactobacillus_B_apodemi                  1507           1      1   1582   2047.09         -   52
  bacteria    Lactobacillus_G_fructivorans             1569           1      1   1582   2057.53         -   52
  bacteria    Lactobacillus_G_parabrevis                919        1363      1   1582     -0.61         -   51
  bacteria    Lactobacillus_G_parabrevis               1559           1      1   1582   2065.54         -   52
  bacteria    Lactobacillus_K_sp002762335              1569           1      1   1582   2124.66         -   51
  bacteria    Lactobacillus_K_allii                       1        1572      1   1582   2100.17         -   51
  bacteria    Lactobacillus_G_senioris                    1        1570      1   1582   2096.16         -   53
  bacteria    Lactobacillus_L_concavus                 1492        1504      1   1582     -0.50         -   15
  bacteria    Lactobacillus_L_concavus                 1569           1      1   1582   2145.33         -   52
  bacteria    Lactobacillus_K_paralimentarius             1        1562      1   1582   2091.89         -   51
  bacteria    Lactobacillus_G_parabuchneri             1568           1      1   1582   2050.24         -   52
  bacteria    Lactobacillus_F_plantarum                1562           1      1   1582   2069.89         -   51
  bacteria    Lactobacillus_gasseri                    1566           1      1   1582   2047.90         -   52
  bacteria    Lactobacillus_O_capillatus               1552           1      1   1582   2117.04         -   51
  bacteria    Lactobacillus_F_herbarum                    1        1564      1   1582   2079.65         -   51
  bacteria    Lactobacillus_G_ozensis                     1        1562      1   1582   2064.54         -   50
  bacteria    Lactobacillus_B_ruminis                     1        1559      1   1582   2141.56         -   52
  bacteria    Lactobacillus_D_graminis                    1        1568      1   1582   2121.42         -   52
  bacteria    Lactobacillus_A_algidus                     1        1557      1   1582   2132.24         -   51
  bacteria    Lactobacillus_C_saniviri                    1        1567      1   1582   2100.06         -   52
  bacteria    Lactobacillus_E_coryniformis             1565           1      1   1582   2091.63         -   52
  bacteria    Lactobacillus_K_sp002872255                 1        1562      1   1582   2110.12         -   51
  bacteria    Lactobacillus_jensenii_A                    1        1557      1   1582   2039.18         -   52
  bacteria    Lactobacillus_jensenii_A                  671         654      1   1582      0.49         -   33
  bacteria    Lactobacillus_G_florum                      1        1569      1   1582   2017.83         -   52
  bacteria    Lactobacillus_G_florum                    714         690      1   1582     -0.74         -   36
  bacteria    Lactobacillus_G_namurensis                  1        1560      1   1582   2075.31         -   53
  bacteria    Lactobacillus_F_pentosus                    1        1563      1   1582   2077.73         -   51
  bacteria    Lactobacillus_H_reuteri_D                   1        1571      1   1582   2035.40         -   54
  bacteria    Lactobacillus_G_raoultii                  119        1693      1   1582   2084.32         -   53
  bacteria    Lactobacillus_helsingborgensis              1        1560      1   1582   2050.26         -   53
  bacteria    Lactobacillus_D_curvatus                    1        1565      1   1582   2105.18         -   52
